QuestionID,QuestionTxt,QuestionNote,SubPopulation,ReleaseDate,SurveyOrg,SurveySponsor,SourceDoc,BegDate,EndDate,ExactDates,SampleDesc,SampleSize,VariableName,IntMethod,StudyNote,Approve,Disapprove,No Opinion
USPSRA.020308.R04B,"(Now I'd like your views on some people.  As I read some names, please tell me if you have a favorable or unfavorable opinion of each person.)...Mitt Romney...Would you say your overall opinion of...Mitt Romney is very favorable, mostly favorable, mostly unfavorable, or very unfavorable?",nan,nan,02/3/2008,Princeton Survey Research Associates International,Pew Research Center for the People & the Press,Pew Research Center for the People & the Press Economic Poll,01/30/2008,02/2/2008,Y,National adult,1502,Q4B,Telephone Interview,nan,30.0,44.0,26.0
USODFOX.041907.R09,(I'm going to read you the names of several individuals and groups.  Please tell me whether you have a generally favorable or unfavorable opinion of each one.  If you've never heard of someone please just say so.)...Mitt Romney,nan,nan,04/19/2007,Opinion Dynamics,Fox News,FOX News/Opinion Dynamics Poll,04/17/2007,04/18/2007,Y,National registered voters,900,nan,Telephone Interview,nan,20.0,23.0,57.0
USGALLUP.08FEB008.R03B,"(Next, we'd like to get your overall opinion of some people in the news.  As I read each name, please say if you have a favorable or unfavorable opinion of these people--or if you have never heard of them.) How about...Mitt Romney?",nan,nan,02/12/2008,Gallup Organization,USA Today,Gallup/USA Today Poll,02/8/2008,02/10/2008,Y,National adult,1016,Q3B,"Telephone Interview, Cell Phone; Telephone Interview, Landline",nan,34.0,46.0,20.0
USGALLUP.09JY010.R07F,"(Next, we'd like to get your overall opinion of some people in the news.  As I read each name, please say if you have a favorable or unfavorable opinion of these people--or if you have never heard of them.) How about...Mitt Romney?",nan,nan,07/15/2009,Gallup Organization,nan,Gallup Poll,07/10/2009,07/12/2009,Y,National adult,1018,Q07F,"Telephone Interview, Cell Phone; Telephone Interview, Landline","Interviews were conducted with respondents on landline telephones for respondents with a landline telephone, and cellular phones for respondents who are cell phone only.",37.0,29.0,34.0
USODFOX.111507.R12,(I'm going to read you the names of several individuals.  Please tell me whether you have a generally favorable or unfavorable opinion of each one.  If you've never heard of someone please just say so.)...Mitt Romney,nan,nan,11/15/2007,Opinion Dynamics,Fox News,FOX News/Opinion Dynamics Poll,11/13/2007,11/14/2007,Y,National registered voters,900,nan,Telephone Interview,nan,26.0,33.0,42.0
USORC.060209A.R03F,"(We'd like to get your overall opinion of some people in the news.  As I read each name, please say if you have a favorable or unfavorable opinion of these people--or if you have never heard of them.)...Former Massachusetts Governor Mitt Romney",nan,nan,06/2/2009,Opinion Research Corporation,Cable News Network (CNN),CNN/Opinion Research Corporation Poll,05/14/2009,05/17/2009,Y,National adult,1010,Q3F,Telephone Interview,nan,42.0,29.0,29.0
USORC.110410.R11B,"(We'd like to get your overall opinion of some people in the news.  As I read each name, please say if you have a favorable or unfavorable opinion of these people--or if you have never heard of them.)...Former Massachusetts Governor Mitt Romney",nan,nan,11/4/2010,Opinion Research Corporation,Cable News Network (CNN),CNN/Opinion Research Corporation Poll,10/27/2010,10/30/2010,Y,National adult,1006,Q11E,Telephone Interview,nan,36.0,29.0,35.0
USORC.050511A.R03B,"(We'd like to get your overall opinion of some people in the news.  As I read each name, please say if you have a favorable or unfavorable opinion of these people--or if you have never heard of them.)...Former Massachusetts Governor Mitt Romney",nan,nan,05/5/2011,Opinion Research Corporation,Cable News Network (CNN),CNN/Opinion Research Corporation Poll,04/29/2011,05/1/2011,Y,National adult,1034,Q3I,Telephone Interview,nan,40.0,30.0,30.0
USIPSOSR.031011R.R3B,"Would you say your overall opinion of...Mitt Romney is very favorable, mostly favorable, mostly unfavorable or very unfavorable?",nan,nan,03/10/2011,Ipsos-Public Affairs,Reuters,Ipsos-Public Affairs/Reuters Poll,03/3/2011,03/6/2011,Y,National adult,1040,nan,Telephone Interview,Interviews were conducted with respondents on landline telephone and cellular phones.,36.0,32.0,32.0
USGALLUP.07SEP007.R02B,"(Next, we'd like to get your overall opinion of some people in the news.  As I read each name, please say if you have a favorable or unfavorable opinion of these people--or if you have never heard of them.) How about...Mitt Romney?",nan,nan,09/10/2007,Gallup Organization,USA Today,Gallup/USA Today Poll,09/7/2007,09/8/2007,Y,National adult,1028,Q2B,Telephone Interview,nan,27.0,28.0,45.0
USSRBI.120707.R19H,"(Now I'd like to get your feelings on those candidates (for the 2008 Democratic and Republican presidential election nominations) who you know something about.  I would like you to rate each candidates on a scale running from 0 to 10.  If you feel very favorable toward the candidates you would give them a 10.  If you feel very unfavorable you give them a 0.  If you feel neither favorable or unfavorable you would give them a 5.  Of course, you can use any number between 0 and 10 for your rating.)...Former Republican Governor of Massachusetts Mitt Romney",nan,Asked of Registered voters who said they know a great deal/some about the candidate (46%of registered voters),12/7/2007,"Schulman, Ronca & Bucuvalas, Inc.",Time Magazine,Time/Abt SRBI Poll,11/12/2007,11/19/2007,Y,National adult,1863,Q19H,Telephone Interview,nan,40.0,49.0,10.0
USGALLUP.07JNE04.R30C,"(Next, we'd like to get your overall opinion of some people in the news.  As I read each name, please say if you have a favorable or unfavorable opinion of these people--or if you have never heard of them.) How about...Mitt Romney?",nan,nan,06/29/2007,Gallup Organization,nan,Gallup Poll,06/4/2007,06/24/2007,Y,National adult with oversamples of Blacks and Hispanics,2388,nan,Telephone Interview,The results were weighted to be representative of a national adult population.,26.0,23.0,51.0
USCBSNYT.071907A.R036,"Is your opinion of Mitt Romney favorable, not favorable, undecided, or haven't you heard enough about Mitt Romney yet to have an opinion?",nan,Registered voters,07/19/2007,CBS News; New York Times,nan,CBS News/New York Times Poll,07/9/2007,07/17/2007,Y,National adults including an oversample of Women,1554,Q36,Telephone Interview,There was a total of 1068 women interviewed.  Results are weighted to be representative of a national adult population.,11.0,15.0,74.0
USGALLUP.07MCH23.R03H,"(We'd like to get your opinion of some people in the news.  As I read each name, please say if you have a favorable or unfavorable opinion of these people--or if you have never heard of them.) How about...Mitt Romney?",nan,nan,03/27/2007,Gallup Organization,USA Today,Gallup/USA Today Poll,03/23/2007,03/25/2007,Y,National adult,1007,Q3H,Telephone Interview,nan,22.0,18.0,49.0
USAP.062311G.R01E,"Do you have a favorable or unfavorable impression of...Mitt Romney? (If Favorable, ask:) Is that very favorable or somewhat favorable? (If Unfavorable, ask:) Is that very unfavorable or somewhat unfavorable?",nan,nan,06/23/2011,Gfk Roper Public Affairs & Corporate Communications,Associated Press,Associated Press/Gfk Poll,06/16/2011,06/20/2011,Y,National adult,1001,nan,Telephone Interview,"Interviews were conducted with respondents on landline telephones, and on cellular phones.",44.0,35.0,20.0
USCBS.101807.R24,"(I'm going to name some 2008 presidential (election) candidates and ask you what you think of them.  If you haven't heard much about someone I name, just tell me.)...Is your opinion of Mitt Romney favorable, not favorable, undecided, or haven't you heard enough about Mitt Romney yet to have an opinion?",nan,Registered voters,10/18/2007,CBS News,nan,CBS News Poll,10/12/2007,10/16/2007,Y,National adult,1282,Q24,Telephone Interview,nan,13.0,22.0,65.0
USCBS.060811A.R33,"Is your opinion of Mitt Romney favorable, not favorable, undecided, or haven't you heard enough about Mitt Romney yet to have an opinion?",nan,Registered voters,06/8/2011,CBS News,nan,CBS News Poll,06/3/2011,06/7/2011,Y,National adult,1024,Q33,"Telephone Interview, Cell Phone; Telephone Interview, Landline",The interviews were conducted by land-line and cell phones.,25.0,24.0,51.0
31120243.00011,Are you favorable or unfavorable towards...Mitt Romney?,nan,nan,09/11/2007,"Penn, Schoen & Berland Associates",nan,PSB Early September 2007 Tracker,09/9/2007,09/10/2007,Y,National likely voters,403,nan,Telephone Interview,"This survey was conducted on behalf of Hillary Clinton. These data have been made available with the support of the Society of Presidential Pollsters and the Special Collections Research Center, George Washington Libraries and Academic Innovation, The George Washington University. Please contact the Special Collections Research Center for access to materials in the Mark Penn Digital Polling Data Collection and Oral History. Speccoll@gwu.edu",37.0,38.0,25.0
USODFOX.051210.R12,(I'm going to read you the names of several individuals and groups.  Please tell me whether you have a generally favorable or unfavorable opinion of each one.  If you've never heard of someone please just say so.)...Mitt Romney,nan,nan,05/12/2010,Opinion Dynamics,Fox News,FOX News/Opinion Dynamics Poll,05/4/2010,05/5/2010,Y,National registered voters,900,nan,Telephone Interview,nan,40.0,28.0,32.0
USCBSNYT.121007A.R34,"Is your opinion of Mitt Romney favorable, not favorable, undecided, or haven't you heard enough about Mitt Romney yet to have an opinion?",nan,Republican primary voters,12/10/2007,CBS News; New York Times,nan,CBS News/New York Times Poll,12/5/2007,12/9/2007,Y,National adult,1133,nan,Telephone Interview,nan,36.0,16.0,48.0
USSELZER.091411B.R07C,"(Now, I'd like to mention some major economic and political figures and groups.  For each, please tell me if your feelings are very favorable, mostly favorable, mostly unfavorable, or very unfavorable.  If you don't know enough to answer, just say so.)...Mitt Romney, Republican candidate for president and former governor of Massachusetts",nan,nan,09/14/2011,Selzer & Co.,Bloomberg News,Bloomberg Poll,09/9/2011,09/12/2011,Y,National adult,997,nan,Telephone Interview,Interviews were conducted by landline and cell phones.  Some questions included an oversample of 205 Republicans and Republican leaning independents.  Results for those questions were weighted to be representative of a national adult population.,42.0,38.0,20.0
USQUINN.022107.R16,"Is your opinion of--Mitt Romney favorable, unfavorable or haven't you heard enough about him?",nan,nan,02/21/2007,Quinnipiac University Polling Institute,nan,Quinnipiac University Poll,02/13/2007,02/19/2007,Y,National registered voters,1536,nan,Telephone Interview,nan,17.0,15.0,68.0
